Name,Brand,Category,Image URL,Price,MSRP,Units Available
Montana Side Table Brown,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--p7TL95cY--/1c2993fcd5e387aa3279ac826f332ac64231379a.jpg,$153.60,$465.00,70
Halle Side Table Gray,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--g1VU3qHS--/d963da9e6049704efb3537e3f33354472b006c39.jpg,$153.60,$465.00,60
Bronson Coffee Table Bronze,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--wFp0eN_m--/19a45cb05e1e1aac1ab966f8ce14142ab59e92c5.jpg,$93.60,$285.00,72
Bronson Accent Table Bronze,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--goosoFPi--/b261d3566a8134231b56b3cbe03645828ca0cb29.jpg,$93.60,$300.00,105
Johan Side Table Multicolor,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--CvfjpcsW--/zxcqbmlc76sntht3asc7.jpg,$69.60,$300.00,21
Bronson Side Table Bronze,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--zNgZdeC7--/8ac0eccf36a2cd40b7cb8e15b6d8e9bceb521ec9.jpg,$81.60,$240.00,83
Will Side Table White,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--luar_8YO--/dch0qujdpsdm61mhcdq7.jpg,$81.60,$315.00,66
Maurice Side Table White & Gold,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--P5M8Cdjr--/s3bmfoda9y7tjessixgj.jpg,$69.60,$270.00,39
Joel Side Table White & Silver,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--70mRUarR--/s1mzuifds0ggqxszw9fi.jpg,$105.60,$420.00,11
Lionel Office Chair Olive Green,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--lnLj1usw--/9ad7c4bf33766333835215ed2851eb883f47ece4.jpg,$201.60,$630.00,63
Lionel Office Chair Beige,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--_FquTFc1--/4e77cf1050ed47602879041da399ea5da7e413d1.jpg,$201.60,$630.00,73
New York Accent Chair Olive Green,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--IsYhneV2--/1b929a2258f4aee481505920daf175cda3dedff8.jpg,$273.60,"$1,110.00",5
Chicago Accent Chair Ivory,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--kqN1gmGQ--/8c2a09a2d2e754432f5bcffaca98e44f5921578d.jpg,$297.60,"$1,170.00",36
Boston Counter Stool Vintage Black,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--IiY51OWB--/huqt3ep1kc2llnrgcqim.jpg,$57.60,$480.00,3
Adele Barstool Orange & Gold,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--teFoA4Mw--/huwekveqic1jhlqccrlj.jpg,$81.60,$690.00,42
Kortha Coffee Table Antique Silver,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--2SYN0kok--/amcj0ljnc9fjhvycwpk9.jpg,$429.60,"$1,335.00",96
Woozy Side Table White & Black,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--7STaxfV5--/vczj6jrhphmrk7o6qyou.jpg,$69.60,$210.00,4
Duchess Coffee Table White & Antique Bronze,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--D4_eQqPC--/tjhsxay6hj2qxbkdehaj.jpg,$393.60,"$1,575.00",36
"Star City Dining Table (60"") Gray & Silver",Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--p5VQcd-4--/qyvmzgtfvuookgxg6sdc.jpg,$645.60,"$2,970.00",30
"Metropolis Dining Table (60"") Gray & Silver",Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--1v_VCFSO--/qcnjajlorsxhefapw3xq.jpg,$645.60,"$2,970.00",30
Star City Dining Table Gray & Silver,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--esSGZX9h--/vbnhzop9nqfguka4b0rd.jpg,$429.60,"$1,815.00",36
Metropolis Dining Table Gray & Silver,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--TInFnzLw--/aopwg0cmymhuqvpjbot9.jpg,$489.60,"$1,725.00",11
Zebra Shelf Multicolor,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--mt0GPkqu--/uepqo34n9g7jeiscflnw.jpg,$297.60,"$1,035.00",33
Lotus Side Table Gold,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--FLZfKrE6--/3dbdcd90cf868e2644f159dfa604318d109cc4c6.jpg,$153.60,$510.00,107
Bethpage Dining Chair Multicolor Print & Green,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--XaPx37rJ--/om6usiny9tnnfcmjvtio.jpg,$33.60,$750.00,30
Torrey Dining Chair Multicolor Print & Gray,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--slUduSLG--/ps54jz4sqbm9kqwommz1.jpg,$33.60,$750.00,110
Tim Side Table White & Black,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--TxWha-Iq--/385d323430e3ae9b9b6cc133cf143589a32bc993.jpg,$93.60,$375.00,21
Christian Side Table Black & White,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--bNtaXlRu--/oteabe9ec9jzzagrddyd.jpg,$57.60,$210.00,5
Tammy Dining Chair Yellow,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--8kp2-bEu--/pcsnwwycdhqfqpymfvow.jpg,$57.60,$450.00,62
Tammy Dining Chair Green,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--MbJh685y--/lsvyfr1kidqaos4smxmu.jpg,$57.60,$450.00,94
Tyler Dining Chair Brown,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--ipcGEV3s--/0dfcd8bef17b07e021a1b3752f2b4e933c25d482.jpg,$69.60,$570.00,6
Teddy Dining Chair Gray,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--28L87Ir_--/d16bc946e0c0f03ec5729534f3c5802e8320134e.jpg,$129.60,$840.00,37
Teddy Dining Chair Ivory,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--KMQdCcJR--/ukkhvxzo2twxtdinymty.jpg,$129.60,$840.00,50
Proton Side Table Gold,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--AhOy9pf7--/2bd11075a46bd97a47bb2ee4fa2c1c8205942864.jpg,$57.60,$360.00,19
Electron Coffee Table Gold,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--spKU-tDv--/dabf9cd52f19d388da2704a16cb03fe851eefad0.jpg,$105.60,$675.00,16
Kerris Coffee Table Set Gray & Black,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--j06Joqgy--/672abaf10deb6faf98861a790def2d2a6fff2dcd.jpg,$177.60,$600.00,28
Lillian Ottoman Black,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--_Lf6E2Af--/c4d95e350508b36a12bbf5edb4f4a6bf1250a1bc.jpg,$81.60,$255.00,22
Phoenix Dining Table White,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--pUZQ9oks--/48489445e6f065299fc53844f70e9772bd64d70f.jpg,$561.60,"$1,950.00",7
Mazzy Coffee Table Brown,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--tnmx6Hb7--/788d7055d593f1a06f9f8694dd11eec3c7d928ef.jpg,$129.60,$435.00,9
Divinity Sofa Gray,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--3OdAbqI1--/2e7feaed1fd25e48beb1af062ad74f0884ad6a6b.jpg,$753.60,"$2,385.00",10
Var Counter Stool Yellow,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--azL_--ht--/ff2722f24b1c841e7ea6e214bba889d84a9e5302.jpg,$57.60,$330.00,1
Perpignan Dining Table Brown,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--TUezfXRH--/2097912b869436295e2acd3c9a48b4c3b425c3b9.jpg,$213.60,"$1,260.00",23
Tony Counter Stool Red & Gold,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--XjN6Trx3--/cf7f0c0999c256ec408a1a2640851c494a31b67c.jpg,$81.60,$330.00,1
Tony Barstool Red & Gold,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--UeJt3XD0--/d494558c24b0d89282f9520962f00814f0834872.jpg,$69.60,$375.00,20
Tony Barstool Green & Gold,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--PmhRZSYW--/66f61b5ec2471e8f9d8f0d514a3cab185bbc7eba.jpg,$69.60,$375.00,18
Clement Side Table White & Gold,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--Uc7ONQlD--/0b77e25a7ed0c0a9ff9a7512b1e16b048398a4d4.jpg,$165.60,$525.00,8
Emi End Table Antique Bronze,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--Saxgzq0L--/2d0503229c7c01a6a77268de3a23c8ad42c17e03.jpg,$69.60,$315.00,11
Aki Barstool White & Walnut,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--KGF9xIlo--/3bcf203444d9303d3104891f4b6dac13b788d53e.jpg,$57.60,$930.00,68
Bree Barstool Burgundy & Gold,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--gwjP3QYA--/9ad8f9c5e7826e9d811c5669702a647ab534eb40.jpg,$165.60,"$1,140.00",63
Bree Counter Stool Burgundy & Gold,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--4opOUhcF--/351d4653d94683372ec6ca2d91936111d105ca60.jpg,$141.60,"$1,080.00",94
Piccolo Barstool Pink,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--3TJKz0IX--/557497231d0ba8f5903890bbe4a0552c2cbad1d8.jpg,$105.60,$585.00,66
Piccolo Counter Stool Yellow,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--PdSDYB7O--/226f6691712a2e72ccf9dc97099bc9736800d99d.jpg,$129.60,$585.00,26
Piccolo Dining Chair Yellow,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--OASsVPJI--/8cb5a7e4ab51b5996a980c1c2cda49af11ef849f.jpg,$117.60,"$1,110.00",22
Piccolo Dining Chair Pink,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--CegfLb63--/603cfb3ff7be742637a181844fbb98e9a8cdb51d.jpg,$117.60,"$1,110.00",16
Tangiers Barstool Taupe,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--pAelBhqJ--/gv1frdukgyto1gfzhpoq.jpg,$69.60,$930.00,38
Regents Dining Chair Walnut & Light Gray,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--2-SB0daL--/02589563d857207ade22a986602bde6e375e28f6.jpg,$153.60,$870.00,33
Atlas Console Table White & Silver,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--0R6FEiJc--/345071236d59205246fce57fb13480d695ef90af.jpg,$165.60,$705.00,37
Atlas Dining Table White & Silver,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--RBqLHRRv--/d401bf8e492738ca3ae4a74c3e6e098f25170204.jpg,$489.60,"$1,695.00",45
Tintern Coffee Table White & Antique Bronze,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--Trxc8RJW--/09e45d08e8ad8b65dccbecf8d8aa1a6aaaf4bf28.jpg,$261.60,"$1,035.00",22
Atlas Dining Table White & Gold,Zuo Modern,Decor,http://images.salsify.com/image/upload/s--BajeCv6b--/bef3c3e91cf7fdd4a26a0b61b31b0038c5edd2b2.jpg,$513.60,"$1,785.00",3
Rocky Sofa Putty,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--dVLHU0Xf--/ee5e1d25dbffdc572117cb2b819257c3a4074ea0.jpg,$321.60,"$1,425.00",16
Glider Conference Chair Taupe,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--y8S-J2hG--/8e123829f40632bad1b8571ee0efb7fd3e32eaa4.jpg,$213.60,$675.00,76
Moor Counter Stool Dark Gray,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--rSlLGwJx--/ab8b9a13639bf1f847338b37694370214949b816.jpg,$141.60,$645.00,60
Glider High Back Office Chair Taupe,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--X4zYv-W0--/42a77504c3540e28f1d8af6d15f02d23abc1344f.jpg,$297.60,$915.00,60
Rotorura Ceiling Lamp Rust,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--h73wOrux--/f8ebf71cce663056a4d7c3706459fa54c711cae6.jpg,$9.60,$180.00,68
Bergen Bar Table Walnut,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--vZg_Br8j--/5fd8edd0acdd8505e2889d003ba98b6424a1c526.jpg,$201.60,$705.00,2
Jamison Table Lamp Gray,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--xEracrmY--/3c07f644c74de9ade10c56c2c3ff957d09d143bb.jpg,$18.00,$285.00,70
Jamison Table Lamp Green,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--P045Y2Nd--/7bb47758a6c442d16776a32a35e4a4e4545a5d16.jpg,$18.00,$285.00,50
Yves Floor Lamp Gold & Black,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--tH_VFjDu--/ribvitxyyt1bsi0ocvui.jpg,$57.60,$690.00,40
Yves Table Lamp Gold & Black,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--eN6Lrl7P--/47ee3370728a8605dae6144415ae0c7b4f507624.jpg,$21.60,$360.00,3
Yves Ceiling Lamp Gold & Black,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--727jUa-4--/08ac080365ec24c0fd8fc837f8f391e2bb1ff1c4.jpg,$21.60,$285.00,82
Wonderwall Table Lamp Gold,Zuo Modern,Lighting,http://images.salsify.com/image/upload/s--pV5mbYdY--/f613e7cd4e2b0b92ff954dffafa09404ed0ad605.jpg,$33.60,$660.00,50
Constance Ceiling Lamp Brass,Zuo Modern,Furniture,http://images.salsify.com/image/upload/s--jES79IuD--/e0829a8388bfd3de83b843fd378d5ba8f24402fd.jpg,$33.60,$270.00,14
Richiza Ceiling Lamp Black,Zuo Modern,Lighting,http://images.salsify.com/image/upload/s--R5d4mh-x--/c53beed1571d72173ebdeb0d2abc0b5db9c73e7f.jpg,$177.60,$615.00,2
Adeo Ceiling Lamp Brass,Zuo Modern,Lighting,http://images.salsify.com/image/upload/s--YpGr96rh--/ba9ee53bb611f70e97abca4f5600353f53637896.jpg,$33.60,$255.00,12
Martiza Ceiling Lamp Gold & Black,Zuo Modern,Lighting,http://images.salsify.com/image/upload/s--G-12gdH3--/qtrvtegnifpnkkps1mke.jpg,$21.60,$300.00,6
Forecast Ceiling Lamp Rose Gold,Zuo Modern,Lighting,http://images.salsify.com/image/upload/s--sU0v5Y6_--/ef224ba063d081804b46d5a569d4bfdb2704ecf3.jpg,$21.60,$459.00,8
Belfast Ceiling Lamp Black,Zuo Modern,Lighting,http://images.salsify.com/image/upload/s--xzg4zeLI--/dc3cea363a2ee71f325be8b3ebaf712fe6fb66bf.jpg,$309.60,"$1,095.00",2
